what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1338908297113
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1338908297113
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1338908297114
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1338908297114
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1338908297115
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1338908297115
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1338908297116
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1338908297117
os,sysinfo,,,"macosx",1338908297119
arch,sysinfo,,,"x86_64",1338908297119
ws,sysinfo,,,"cocoa",1338908297119
locale,sysinfo,,,"de_DE",1338908297119
processors,sysinfo,,,"4",1338908297119
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1338908297119
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-10M3635",1338908297119
java.specification.name,sysinfo,,,"Java Platform API Specification",1338908297119
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338908297119
java.specification.version,sysinfo,,,"1.6",1338908297119
java.vendor,sysinfo,,,"Apple Inc.",1338908297119
java.version,sysinfo,,,"1.6.0_31",1338908297119
java.vm.info,sysinfo,,,"mixed mode",1338908297119
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1338908297119
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1338908297119
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338908297119
java.vm.specification.version,sysinfo,,,"1.0",1338908297119
java.vm.vendor,sysinfo,,,"Apple Inc.",1338908297119
java.vm.version,sysinfo,,,"20.6-b01-415",1338908297119
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338908298348
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1338908310146
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1338908310199
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1338908310203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908310242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908311783
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338908314345
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338908314698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908314769
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1338908322515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908322652
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338908327542
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1338908328106
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1338908331446
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338908333559
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338908342285
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1338908344631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908346658
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1338908348143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908361883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338908361948
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338908363069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908363530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908368019
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338908369977
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338908371512
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338908375173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908377501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908392521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338908392569
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338908393825
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338908394370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908398605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908398778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908398817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908402682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908402752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338908407365
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1338908407431
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1338908407444
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1338908407466
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1338908408132
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1338908408134
